Location,Price,Bedrooms,Bathrooms,Parking,Floor Size,Erf Size,Description
Higgovale,5995000,2,2,2,,213,            Character and charmInviting buyers from R5.995million Asking more.Step back in time ...        
StJames,10800000,4,3,4,,550,"            Seldom do these original, classic St James residences become available on the market.  ...        "
DeWaterkant,2995000,2,2,1,94,,"            Exclusive Mandate - 2 Bedrooms, 2 Bathrooms, m.e.s with spacious north-facing patio. ...        "
GreenPoint,6400000,4,3.5,1,,140,"            Victorian Splendour.  High ceilings and large, spacious rooms characterise this well ...        "
Woodstock,1795000,2,1,1,65,,            The Iron Works is a rejuvenated mixed-use development that has not only been carefully ...        
ClaremontUpper,2445000,3,2,2,118,,            A double storey home divided into two units.  One upstairs and one downstairs.  The unit ...        
CampsBay,4950000,1,1,1,41,,            Top floor apartment with awesome views!This magic compact apartment overlooks the ...        
Foreshore,3500000,1,1,1,78,,            Ideal lock-up-and-go apartment situated in a sought-after and conveniently positioned ...        
Bergvliet,3750000,3,2,4,,426,            Move-in condition! Attention to detail! Light and bright! Indoor/outdoor flow on one level and much more!It is a pleasure to present ...        
Tamboerskloof,12500000,5,4,4,,,"            This beautiful property at the top of Tamboerskloof boasts breathtaking 360-degree views. Table Mountain, Lions Head, the City and the ...        "
Waterfront,13750000,2,2,2,149,,            Beautifully renovated two bedroom (both en-suite) apartment offers all the modern features. Both bedrooms are front facing with views ...        
CapeTownCityCentre,6450000,,,,300,,"            Standalone building in Gardens. The interior features high ceilings, bamboo flooring ...        "
SeaPoint,4284000,1,1,1,61,,"            SITUATED IN THE HEART OF SEA POINT, BOASTING UNOBSTRUCTED VIEWS OF THE CITYIdeally ...        "
Gardens,2990000,2,2,2,,156,"            Sought after city living in this character cottage offering two en-suite bedrooms, secure parking for two cars and a spacious open plan ...        "
BantryBay,4250000,3,1.5,,,172,            Tucked away down a private lane in the heart of Bantry Bay. Charming cottage with wooden ...        
Claremont,4295000,2,2,2,129,,            This absolutely exquisite two-bedroom apartment is completely modern with excellent ...        
Wynberg,1095000,2,1,1,75,,            Entrance hall leading to a large living area with wooden flooring and a ...        
Observatory,3250000,1,2,1,,272,            Save *R30 410 when purchasing this renovated designer home through the first-of-its-kind ...        
SeaPoint,6999000,2,2.5,2,,200,"            A completely bespoke renovation, the current owner has transformed this character space ...        "
Rondebosch,1195000,,1,,,,            Fully furnished and equipped studio flat in Roslyn Gardens. Mountain facing. Available parking in complex. Recently renovated with new ...        
Tamboerskloof,26500000,4,5,4,718,,"            Nested in an elevated position on the slopes of Signal Hill, in an exclusive upmarket ...        "
Waterfront,6700000,1,1,1,67,,            Located in the V&A Waterfront Estate. This property is one of the few 1 beds primed to sell.What you need to know?- Sunny 1 ...        
KenilworthUpper,2950000,3,2,1,171,,            Sole mandate. Immaculate apartment of enormous proportions at evergreen Dolphin Place. ...        
WalmerEstate,1995000,1,2,2,61,,"            Exclusive mandateWith a state-of-the-art new design and feel, this expansive 1-bedroom ...        "
Fresnaye,11950000,4,3,4,,401,"            Stunning family home with all mod cons and great feel close to schools, shuls and shops. ...        "
Plumstead,2825000,4,2,7,,,            All written and reasonable offers to be considered.Please do not go to the property. ...        
CampsBay,29999000,3,3.5,4,442,,            An inspired micro mansion where space is optimised without compromising luxury. It's ...        
SeaPoint,5414050,2,2,1,93,,            WEST FACING 2 BEDROOM APARTMENT WITH OPEN BALCONY IN STRAND BEACHIdeally located on ...        
Observatory,2135000,2,1,,,118,            A Victorian Gem!All reasonable offers will be considered.Offering the warmth of a ...        
SeaPoint,7599050,2,2.5,2,262,,            Spacious 2 bedroom apartment with exceptionally large garden terrace in strand ...        
CampsBay,6750000,3,2.5,2,133,,"            Enjoy stunning sea views from this modern townhouse. Partly north facing, this 3 ...        "
BoKaap,3450000,2,1,1,82,,            Blok Raw is a new product that ushers in a fresh design aesthetic whilst carrying ...        
Seawinds,799000,3,1,2,,240,"            Neat 3 bedrooms 1 bedroom with laminated flooring, kitchen tiled floors, lounge with  build in face brick wall unit.Family bathroom ...        "
SeaPoint,4200000,2,1,1,127,,"            Nestled in the heart of Sea Point, and just a stones throw from the famous Sea Point ...        "
Woodstock,3295000,3,2,2,,148,"            Situated in sought after Balfour Street in Upper Woodstock, this extremely neat 3 ...        "
Bishopscourt,21000000,12,8,13,,4262,"            CASTLE ROCK MANOROn the slopes of the Devils Peak Mountainside, this magnificent grand ...        "
CapeTownCityCentre,2150000,2,1,1,65,,"            2 Bedroom, 1 bathroom in 24 hour security complex in Cape Town City Centre. Open plan ...        "
Tamboerskloof,3250000,2,1,2,90,,            One of a kind unit in immaculate building in sought-after Tamboerskloof. Unusual ...        
SeaPoint,3850000,3,2.5,,144,,"            This spacious 144 sqm ground floor apartment has 3 large bedrooms, main en suit, seperate kitchen, 2.5 bathrooms and an open plan ...        "
Gardens,3800000,1,1,1,68,,"            Situated in Gardens, just of bustling Kloof Street, this architecturally designed one ...        "
Mowbray,2995000,3,1,7,,598,            Another exclusive listing.  This home is ideal for an office space or a developer or renovator’s dream.  The property is spacious with ...        
Clifton,4485000,,1,,40,,            The ideal holiday apartment across the road from First Beach. Fully furnished and ...        
Westlake,3045000,,,,223,,"            A fantastic tenanted, light industrial unit in Westlake is for sale! The premises are in ...        "
Constantia,8950000,,,,,3000,"            Build your dream home on this elevated plot with breathtaking sweeping views of vineyards, mountains, and sea beyond. Subdivided ...        "
CapeTownCityCentre,4950000,2,2,2,88,,            EXCEPTIONAL TROPHY PROPERTY IN ONE OF THE BEST CITIES IN THE WORLDImmaculate 2 ...        
Observatory,1750000,1,1,1,91,,            Inviting offers from 1.75 million!Lovely spacious loft apartment in Observatory. Sold unfurnished. Pre-paid electricity ...        
UniversityEstate,1560000,1,1,1,57,,"            This neat one bedroom apartment is situated in Upper East Side, home of the Double Tree ...        "
Wynberg,2490000,6,3,1,,,"            Neat residential property with business rights, 2 rooms upstairs with toilet, 2 spacious rooms downstairs with bathroom, kitchen plus 2 ...        "
ClaremontUpper,1400000,1,1,1,40,,"            Due to the current COVID-19 pandemic, we are offering our clients a pre-recorded video ...        "
ClaremontUpper,2995000,2,2,2,84,,            One On Scott!A 13 unit development within walking distance to Cavendish Square and ...        
Vredehoek,6950000,3,2,2,,262,"            Beautifully designed and free flowing home with modern lines and amazing light and energy throughout.Set over three levels, the ...        "
Clifton,55000000,4,4.5,2,364,,            Magnificent apartment on the water's edge. Living areas flow onto a large entertainment terrace overlooking the Clifton Beaches and ...        
DiepRiver,1685000,2,2,1,63,,            EATON SQUARE is a mix of sixty-six modern one- and two-bedroom sectional title apartments. Each apartment comes standard with either a ...        
Plumstead,1400000,2,1,,77,,"            This modern renovated, elegant and light living apartment is situated in the heart of ...        "
Ndabeni,11300000,,,,,,"            This prime warehouse offer the following benefits:- Overhead sprinklers, - Truck ...        "
SchaapKraal,4250000,,,,,5000,"            Prime piece of land - Corner of FOURTH AVENUE and STRANDFONTEIN ROAD, SCHAAP KRAALThis is the only piece that has been zoned for mix ...        "
Muizenberg,2850000,3,3,2,192,,"            Holiday home to the much loved and world renowned Benny and Sylvia Goldberg,Tastefully ...        "
Gardens,1950000,,,,80,,            Apartment in the eaves currently set-up as residential but could also be your next office or a bit of both. Situated in the ...        
CapeTownCityCentre,1850000,1,1,1,50,,"            Located inside the Fountains Hotel, in the heart of Cape Town City, this apartment is ...        "
CampsBay,27000000,3,3,2,,595,"            This beautiful spacious home is situated within walking distance to Beachfront. It consists of  3 bedrooms all en-suite,  master ...        "
ClaremontUpper,2445000,3,2,2,118,,"            This Sectional Title complex only has two Townhouses, one on the ground floor and one on ...        "
CapeTownCityCentre,5175000,2,2,2,164,,            This newly renovated property in one of Cape Town’s premier Art Deco buildings is now ...        
Constantia,9250000,4,3,2,257,,"            Nestled beneath the boughs of Constantia's majestic old trees, this immaculate ...        "
SeaPoint,8250000,3,2,2,139,,"            FABULOUS MIMOSA - BEACHFRONTWhat a great apartment right on the seafront. Own this amazing 3 bedroom, 2 bathroom corner home on the ...        "
Muizenberg,6900000,5,3,2,,735,            This beautiful property has been completely refurbished with top class finishes – ...        
SeaPoint,2900000,,,,158,,"            Perfectly located on Sea Point's Main Road, and just a few kilometres from the city ...        "
Kenilworth,2499000,2,2,2,68,,            This is a truly exquisite two bedroom apartment is modern and designed beautifully ...        
Constantia,49000000,5,5.5,15,,9042,            A sweeping driveway bordered by beautifully tended hedges and gardens leads one up to an ...        
BantryBay,14950000,4,3.5,4,,200,"            Luxury townhouse living. A stones throw from Saunders Rocks in a quiet Road, this ...        "
Newlands,12950000,4,3,4,,496,            Dramatic setting with the most spectacular views of the Helderberg and Table Mountain just a short distance from Kirstenbosch.This ...        
Kensington,1400000,3,2,1,,267,            Beautifully designed 3 Bedroom Home in Quiet AreaThis well designed 3 bedroom home in the quiet side of Kensington comes with a ...        
Kensington,610000,1,1,,43,,"            Located in well maintained and secure complex in Kensington.Apartment offers: 1 bedroom(bics),1 spacious bathroom,spacious ...        "
Plumstead,1250000,2,1,1,,76,            Looking to downscale or needing a secured lockup and go for the professional...Don't look further. This ground floor 76m2 flat ...        
PaardenEiland,24000000,,,,3350,,"            Plenty of natural light. Views of Table bay to the west. Top floor: 790 square M open plan, high-end offices plus a 71 M2 balcony. ...        "
CapeTownCityCentre,7400000,,,,451,,"            The building is secure, alarmed and air-conditioned, located on the vibey and touristic ...        "
SeaPoint,2800000,1,1,1,,,"            Exclusive MandateLocated on the cusp of Sea Point and Bantry Bay, TENONQ is a highly ...        "
SeaPoint,1694995,0.5,1,,37,,            A New Development exclusively brought to you by Tyson properties & the award winning ...        
Fresnaye,14900000,3,3,5,,1250,"            This beautiful 3 bedroom, 3 bathroom house is an absolute gem in the heart of Fresnaye. With beautiful features, such as high ...        "
MouillePoint,1449000,,1,,42,,"            Sole and exclusive mandate. Good Hope Park on Beach Road, Mouille Point. If you are 55 years or older, you qualify to reside in this ...        "
Rondebosch,4850000,7,3,4,,403,            Conveniently situated in a quiet cul de sac off Main Rd virtually opposite the Baxter ...        
Plumstead,2595000,3,1,3,,500,            Stunning 3 bedroom house situated close to all amenities with spaciously flowing living areas fully tiled with built in cupboards and a ...        
RondeboschVillage,1375000,2,1,2,,,            This unique and delightful duplex situated in a prime location is now available for ...        
Woodstock,1550000,1,1,1,48,,            This stunning new development is where you want to be. Located very close to the CBD and ...        
Fresnaye,4750000,2,2,2,128,,"            Priced to sell, this 2 bed, 2 bath immaculate apartment is situated in a sought after ...        "
SeaPoint,1795000,,1,1,42,,            East-facing immaculate studio offering lots of light in popular St John's Road. The ...        
CampsBay,5495000,2,2,1,62,,            Perfect holiday rental investment!This stylishly renovated light & bright ...        
Claremont,4000000,,,,150,,            150sqm Main Road facing restaurant site with liquor license and catering equipment ...        
SeaPoint,5900000,2,2,2,96,,"            EXCELLENT FINISHES, MODERN & LIGHT A sleek and modern brand new 2 bedroom ...        "
CampsBay,29995000,5,5.5,5,,496,            Walk to the beach position!Enjoy the modern open plan entertainment spaces this home has to offer with floor to ceiling glass stacking ...        
Woodstock,1950000,2,1,,,157,            This modern Semi-detached home has been well-loved and modernized in the very edgy and ...        
Constantia,11900000,5,5,4,,2001,"            24 hour manned small security estate in quiet Constantia Rural. This magnificent home has 5 bedrooms, 5 bathrooms, a 6th en-suite room ...        "
Bakoven,9950000,3,3,2,301,,            Contemporary 301sqm simplex apartment with generous accommodation offering three ...        
DeWaterkant,2950000,1,1,1,49,,"            Situated in De Waterkant’s premier development, ‘The Signature’, this spacious North ...        "
SeaPoint,6495000,5,5,,,372,"            In the heart of Sea Point and in walking distance to good restaurants, the shops and ...        "
Claremont,4200000,3,2,4,,363,            Designed for entertaining and comfortable living with style. Impressive fittings and ...        
Gardens,95000000,,,,2409,,            A once in a lifetime opportunity to own an industrial building in the city.Located in ...        
RondeboschEast,2750000,4,1.5,4,,504,            Call me to arrange a private viewing. Tall trees enhancing the charm of this older solid house that has been magically dashed up with ...        
WynbergUpper,1595000,2,1,1,,,            Sixth floor apartment with lift and unbelievable uninterrupted views front and back. ...        
Vredehoek,7950000,3,4,2,282,,"            This full floor, majestic penthouse captures sensational views of the city skyline ...        "
Rondebosch,1995000,2,2,2,89,,"            Due to the current COVID-19 pandemic, we are offering our clients a pre-recorded video ...        "
SeaPoint,6450000,3,2,1,148,,            This magnificently renovated apartment situated just off the promenade offers 3 beds ...        
Muizenberg,1350000,2,1,2,,,            Situated in one of Muizenberg's sought after gated estate and only a few minutes away from the beach this Townhouse offers the ...        
Constantia,45000000,11,9,2,,13822,"            Offers invited from R45 000 000The extensive accommodation, land size of nearly 14 000 ...        "
WalmerEstate,3450000,4,1.5,,,401,"            Situated on the slopes of Table Mountain, this centrally situated, newly painted home ...        "
BantryBay,10650000,2,2,2,155,,"            Tyson Properties presents this stellar unit on the Atlantic Seaboard!Firstly, the block itself is a selling point all on its' own ...        "
Constantia,9900000,4,4,3,,2135,            This magnificent Barn Style home oozes charm and is positioned in sought after Willow ...        
Claremont,7500000,7,5,2,,1130,            **** PRIME DEVELOPMENT OPPORTUNITY****This property is situated in a quiet road that ...        
Newlands,8250000,3,3,2,192,,            Luxury 3 bedroom  x 3 bathroom apartment in this exclusive development close to all amenities and high ways to ct cbd and airport. ...        
Constantia,12750000,4,4,2,,1443,            This newly built home is one of 5 homes in a secure complex at the end of a quiet ...        
UniversityEstate,1250000,,1,1,59,,            This spacious 54 square meter apartment is situated in the West Block in Upper East ...        
CampsBay,14900000,4,2,1,,894,"            Immaculate 4 bedroomed home in Camps Bay with breathtaking views of Table Mountain, The ...        "
ClaremontUpper,14900000,4,3.5,3,,,            Tucked away in a quiet and secure cul de sac within walking distance of the Claremont ...        
KalkBay,3750000,3,3,3,166,,"            Perfect lock up and go apartment all on one level, fully restored to its former glory offering generous accommodation. Comprises of 3 ...        "
Pinelands,2550000,,,,185,,            185sqm Sectional Title office with 8 secure parking bays in the low-maintenance Lonsdale ...        
Clifton,59950000,4,3,6,,465,            A hop away from Clifton's world-famous beaches and overlooking the gift of the ...        
EppingIndustrial,5760000,,,,,,            720 m2 Industrial unit Could also be vacantZoned General industrial Factory / ...        
Observatory,2231000,2,2,1,68,,"            Price includes VAT, no transfer duty.This newly built 65sqm, two bedroom, two bathroom ...        "
Observatory,3895000,4,1,4,,412,"            Offering four bedrooms, four parking bays plus a spacious garden set on a 412m² ...        "
Claremont,1700000,2,1,1,,,"            Podium (Pool) Level, West Facing, Two Bedroom Apartment in The Claremont  79sqm D block apartment Open plan living area, carpeted ...        "
Woodstock,3650000,3,1,2,,401,"            This detached Victorian, situated in one of the most sought-after roads in Woodstock ...        "
CapeTownCityCentre,7400000,,,,451,,"            Floor in popular 56 Shortmarket Street for sale or lease. Bordered by Long, Shortmarket ...        "
GreenPoint,2595000,2,1,,79,,            Great space to renovate with balconyA great spacious apartment for renovation. In immaculate condition with enclosed balcony and a ...        
DiepRiver,1250000,2,1.5,1,64,,"            *Sole Mandate*Centrally located, this 2 bedroom Townhouse offers an ideal lock-n-go opportunity in Diep River, above Main Road. This ...        "
ClaremontUpper,3950000,2,1,2,,190,"            Comprising a commercially zoned property, ideal for an owner who seeks to double up on the usage of space and utilise it as both a ...        "
Rondebosch,1650000,1,1,,60,,"            Due to the current COVID-19 pandemic, we are offering our clients a pre-recorded video ...        "
SeaPoint,4500000,2,2,,113,,"            Surprise, surprise for this Ideally located apartment in a quiet street in Sea Point.  A smaller apartment complex, you will find this ...        "
StonehurstMountainEstate,13995000,4,3,3,,1029,            This exceptional  family home is located in a quiet cul-de-sac.  Featuring a double volume entrance hall with spectacular chandelier ...        
DeWaterkant,9500000,2,2,,135,,            Spectacular architecturally designed property with prime location on loader streetsole ...        
SeaPoint,5950000,3,2.5,4,,294,"            Modern, Stylish and Convenient.  No detail has been overlooked in the creation of this ...        "
CampsBay,19995000,7,7,4,,1126,"            NO TRANSFER DUTY / PRICE INCLUDES VATBeautiful, expansive 7 bedroom guesthouse set in a quiet area of Camps Bay with gorgeous sea ...        "
CampsBay,13950000,4,4,2,,735,            CONTEMPORARY STYLISH CAMPS BAY VILLAPerched majestically on the slopes of Table ...        
Maitland,16500000,,,,,,            1473m2 of bulk land for sale in Maitland. The location is well positioned on Voortrekker ...        
Kenilworth,1499990,1,1,1,,44,"            Sunny, north facing, one bedroom apartment with exclusive use garden off the loungeA modern apartment tiled throughoutFitted kitchen ...        "
LavenderHill,379000,2,1,,,,"            This property is situated in St. Montague Village and consist of 2 bedrooms, kitchen,tilled lounge, family bathroom, close to schools ...        "
Ndabeni,48000000,,,,7888,,"            Stand-alone manufacturing property for sale with 1000KVA of power in Ndabeni, Cape Town. ...        "
RondeboschVillage,1350000,1,1,1,39,,            Conveniently situated in a prime location this sun-filled studio apartment is found in close proximity to all main amenities in the ...        
Observatory,2760000,2,2,1,79,,"            Newly developed two bedroom two bathroom apartment now available at Obs Court, a well ...        "
DiepRiver,1250000,2,1.5,1,64,,"            *Sole Mandate*Centrally located, this 2 bedroom Townhouse offers an ideal lock-n-go opportunity in Diep River, above Main Road. This ...        "
SeaPoint,21500000,3,3,2,,420,"            This architectural and design masterpiece was created by the house of ""KLûK CGDT,""Situated on one plot these two ...        "
BoKaap,1650000,,,,,182,"            182 sqm in good location of the Bo-Kaap, in Pepper Street boasting with harbour, Table ...        "
SeaPoint,17500000,3,3,2,202,,"            Brand-New Garden Apartment - INCLUSIVE OF VATDeveloped by the iconic fashion designer DUO ""KLûK CGDT"". This luxurious ...        "
EppingIndustrial,19500000,,,,3524,,            The warehouse is located in close proximity to the N1 and N7 Highways. Most modes of ...        
Gardens,4250000,,,,,,"            Sectional title Office For Sale - 32 Barnet Street, Gardens, Cape TownThis trendy ...        "
CampsBay,16750000,4,3,2,,602,"            Stylishly decorated and designed for easy living and entertaining, this versatile home ...        "
GreenPoint,3295000,2,2,2,116,,            This very spacious East facing apartment is located in vibey Green Point and is ...        
Constantia,8900000,4,3,2,,1170,"            Nestled in a lovely quiet cul-de-sac, this home offers great value and has been stylishly renovated. Seamless entertainment flows from ...        "
CampsBay,25000000,8,7,6,,811,            Substantial designer home with great investment potential. This versatile  home ...        
Clifton,17500000,3,2,,,178,            Unique opportunity to claim a property located in a position considered among the most ...        
Clifton,39000000,3,3,,,371,"            This modern Clifton bungalow is in an enviable location, within easy walking distance of famous Fourth Beach and yet secluded and ...        "
CapeTownCityCentre,2999000,1,1,1,59,,"            Breathtaking views in the heart of Cape Town city Centre. Welcome to The Onyx. Designed by Robert Silke and Partners, this apartment is ...        "
CapeTownCityCentre,4795000,2,1,1,142,,            Unique and quirky mixed use apartment with Table Mountain and Lion's Head views. ...        
CapeTownCityCentre,2395000,1,1,1,65,,"            Elevated and furnished Pied de Terre in premium building:* One bedroom, one bathroom* ...        "
Constantia,36000000,8,7,15,,4000,            Situated in a quiet cul-de-sac with 24-hour manned guards. As you enter through the ...        
CampsBay,14750000,4,2.5,2,,866,"            Wonderful family home situated in a safe and quiet street in the wind-sheltered Deep Glen. 4 bedrooms, 2.5 bathrooms.The house boasts a ...        "
Observatory,2656000,2,2,1,59,,"            This newly built, sunny and bright, 2 bedroom, 2 bathroom apartment is ideal for ...        "
CampsBay,7995000,3,2,1,214,,"            Enjoy awe-inspiring views from this exciting apartment, designed by the late Arthur ...        "
Hazendal,750000,,,,,,            Prime vacant land available in the sought after area of Hazendal.The vacant erf/plot ...        
Wetton,1200000,2,1,2,,90,            This home is located in a gated community with only 14 units and easy access to the M5.The property consists of 2 spacious beds with ...        
Retreat,560000,,,1,,37,            This One Bedroom Ground Floor Apartment is situated in The Pines LAKEVIEW RETREAT  ...        
SeaPoint,4500000,3,2,1,,179,            Substantial double storey home situated in a quiet street in the heart of the Atlantic ...        
Gardens,17500000,3,3.5,2,484,,"            Living in the lap of luxury..This newly built, fresh out of the box penthouse is one of the few super luxury apartments situated on ...        "
CampsBay,27995000,6,6.5,4,,757,            RENOWNED BOUTIQUE RENTAL VILLA This exquisitely appointed villa offers perfection in ...        
SeaPoint,6995000,2,2,2,120,,"            Modern Conveniences & Entertainment, all within your reach.This building offers an amazing lifestyle from its location to ...        "
Llandudno,36000000,4,4,2,,1502,"            A True Masterpiece. An utterly unique property enjoying breathtaking, wraparound elevated sea & mountain views and world class ...        "
BantryBay,10500000,2,2.5,1,,201,"            Beautiful Victorian home, tastefully finished by interior designer John Jacobs. Along with high ceilings and first class interiors ...        "
Newlands,5490000,4,3,1,,619,            This well-maintained home offers serene living with a trendy edge. Spoiled for choice with various possibilities on offer this gem will ...        
CampsBay,25950000,5,5.5,5,,852,            A bespoke blend of floor to ceiling glass & natural textures of wood & steel encapsulates the architecture & stylish ...        
Plumstead,2085000,3,2,2,,495,            *Sole Mandate* Click on the 3D Icon for a virtual tour! Large family home with a ...        
Constantia,36000000,4,4.5,5,,10109,            PRESTIGIOUS CAPE HOMESTEADClassic thatch meets contemporary elegance in this ...        
BishopLavis,699000,2,1,,,144,"            Icon Property Group Proudly presents this exciting new development, located in Bishop Lavis, with easy and fast access to the local ...        "
Woodstock,1599000,1,1,,50,,"            Comes with one secure underground parking bay.Bright, one bedroom, north east facing apartment. Ideal investment for the first time ...        "
Tokai,6000000,2,1,3,,439,"            This home is in Zwaanswyk, bordering the Tokai Forest and Steenberg Golf Estate.Be the first to view this gem of a 2 bedroom home just ...        "
CapeTownCityCentre,1990000,1,1,1,40,,            New release!  !!Immaculate one bedroom apartment located extremely high up inside one ...        
CampsBay,11500000,4,3,2,,790,            This architecturally unusual home is set in a beautiful leafy garden providing welcome shade on hot summer days. The large living area ...        
BantryBay,17995000,2,2,2,151,,            Enjoy an exemplary designed open floor plan living experience with floor to ceiling double glazed windows to maximize the views of the ...        
SeaPoint,5495000,2,2,2,,,            Exclusive Mandate | Asking: R5 495 000We proudly present this contemporary apartment ...        
FisantekraalIndustrial,2308800,,,,,1248,"            ZONING: General Industrial 1TOTAL EXTENT:±1, 248m²ASKING PRICE:R1 ...        "
SeaPoint,4500000,3,2,1,,179,            Substantial double storey home situated in a quiet street in the heart of the Atlantic ...        
Vredehoek,2099999,1,1,1,78,,"            This one bedroom ground floor apartment in an exclusive suburb. It is positioned close to restaurants, easy access to freeways and near ...        "
FisantekraalIndustrial,4595400,,,,,2484,"            ZONING: General Industrial 1TOTAL EXTENT:±2, 484m²ASKING PRICE:R1 ...        "
Pinati,750000,2,1,1,153,,            Come grab this amazing opportunity opened up for they that are up to own their own semidetached house in Pinati estate.This house is ...        
Claremont,1850000,2,1,1,77,,"            Calling all clients to The Claremont! Perfect for students, young professionals and investors alike! Located in heart of Claremont ...        "
Tokai,1975000,2,2,1,79,,"            This incredible north facing unit is situated in the upmarket suburb of Tokai, located on the first floor, this spacious apartment ...        "
Bishopscourt,12900000,6,4,2,,3501,            This comfortable and spacious four bedroomed family home with views across the ...        
Thornton,2195000,5,4,5,,595,            This spacious 5 bedroom home perfect for a medium to large family This spacious home host high ceilings in the entrance and living ...        
CampsBay,10900000,4,3.5,2,,771,"            Boasting panoramic ocean views and located in a quiet street, this property is spacious, secure and filled with natural light!Generous ...        "
Kenilworth,2895000,3,1,2,,365,            A semi-detached victorian in quiet position...Scroll down to view video!Walking distance to Cedar House and Michael Oak ...        
WynbergUpper,4950000,4,2.5,4,,411,"            Secure living, ideal lock up and go or family living, this modern double storey Town House ticks all the boxes. Private, Secure ...        "
BantryBay,25500000,2,2.5,2,151,,            Stunning apartment located high up in new development in Bantry Bay with beautiful ocean ...        
CampsBay,24999000,3,3,4,420,,            There are few settings as idyllic as the slopes of camps bay where nature envelops you ...        
CampsBay,8900000,2,2,2,143,,"            This immaculately presented apartment in the wind-free Glen in Camps Bay, has glorious mountain views. The property is generously ...        "
Claremont,3550000,4,2,1,,456,"            Refurbished home offering Open-plan Living and Space!A new kitchen with soft-close cupboards, gas hob, eye-level oven, the option ...        "
BoKaap,5100000,5,3,2,,439,            The house is currently split into 2 sections. The main house with 4 bedrooms and 2 ...        
Bishopscourt,14350000,4,3,3,,4240,"            Much loved family home nestled in a beautiful lush lawned garden. Quiet private and north facing, this treasured gem is worth a look. ...        "
ClaremontUpper,5800000,2,3,1,222,,            This magnificent penthouse with incredible panoramic views is in a league of its own!  ...        
Muizenberg,2000000,3,2,,,206,            Beautifully maintained stylish home in the heart of the village. Just around the corner ...        
Kirstenhof,2199000,3,2,2,88,,            This neat 3 bedroomed townhouse is situated in a quiet north-facing position in the sought after immaculate Le Jardin complex in ...        
SeaPoint,4950000,3,2,1,110,,            A home for the soul who relishes in immaculate finishes.Designer kitchen equipped with integrated appliances. Ample custom ...        
SeaPoint,3950000,1,1,1,60,,            REMAX Living proudly presents Clifford 7 on a sole mandateClifford 7 is a five-story ...        
CampsBay,19250000,4,4.5,2,,489,"            This impeccably presented townhouse in Camps Bay is the height of elegant, contemporary luxury. Situated in a beautiful ...        "
CampsBay,29500000,4,5,2,,998,            Desirable property in the heart of the Deep Glen. Situated on the seaside of the road ...        
ClaremontUpper,16500000,5,5,4,,769,"            R16,5 million + VAT - NO TRANSFER DUTYThis Secure Estate comprising 4 exceptional homes is situated in what is considered to be one ...        "
Pinelands,5950000,5,3,5,,1031,"            Sole Mandate.Set in the heart of Champagne Pinelands, this stylish, well-appointed home offers good proportions, excellent indoor / ...        "
StJames,18000000,,,,,2140,            One of the last 2 remaining plots available in a secure and exclusive gated development ...        
Fresnaye,42000000,,,,,,            Take advantage of this amazing opportunity to buy a plot in a highly desirable location ...        
SaltRiver,2800000,,,,,400,            This MU2 Zoned land offers developers the chance to build in this up and coming ...        
CapeTownCityCentre,5000000,2,2,2,150,,            This newly renovated two bedroom with two full bathrooms / Maisonette style apartment. ...        
SeaPoint,2999999,2,1.5,,109,,"            This large spacious,sun drenched apartment is on the 3rd Floor of this beautiful Art ...        "
CampsBay,12999000,4,2,4,,595,            An excellent opportunity to own this well-maintained home located in the heart of Camps Bay.  Situated close to Camps Bay primary ...        
SeaPoint,24900000,3,3.5,3,294,,"            Perched up high with top end finishes throughout offering incredible views, this penthouse is the perfect retreat.As you enter the ...        "
Clifton,28000000,5,5,2,597,,"            An extensive 4-storey home in a quiet cul-de-sac. Lots of natural light, high ceilings ...        "
Bergvliet,3250000,4,3,4,,493,            SERIOUS SELLERS Well maintained family home within walking distance of schools and ...        
Meadowridge,3790000,3,2,4,,800,"            Located in a sought-after pocket of Meadowridge, this single-storey home has been ...        "
Capricorn,1800000,,,,,,"            Warehouse in Boulevard Way, Capricorn Park.Offices, toilet, shower and kitchenette downstairs.Timber mezzanine.Two toilets, kitchen ...        "
Wynberg,445000,1,1,1,45,,            This one-bedroom apartment is perfect for students and young professionals. With 24 hour ...        
Observatory,3230000,4,2,,,295,            Seldom seen!!!Double frontage Victorian offering comfortable living!Well maintained ...        
Newlands,5200000,3,2,2,,361,            A charming character home in the sought-after Avenues.  Renovated with care and ...        
CapeTownCityCentre,4495000,1,1,1,120,,"            The most characterful & vibrant streets in the heart of Cape Town, this incredibly ...        "
SeaPoint,5800000,2,2,1,132,,            Spacious open-plan entertainment with sophisticated finishes plus large sheltered ...        
Philippi,4500000,,,,300,,            This age old industrial property has a 300sqm yard area in front of the building which ...        
Woodstock,1719000,1,1,1,44,,            Opportunity to live or invest in this modern 1 bedroom apartment. Spacious open plan kitchen and living area leads to a private ...        
SeaPoint,2250000,0.5,1,,,,            Reduced!!! Excellent investment!!! Brand newly renovated!!Renovated spacious studio ...        
SaltRiver,1565000,,,,145,,"            R1,565,000-00 Ex VAT. PLEASE NOTE THIS IS A VATABLE TRANSACTIONUnit 14 Spencer Square (subject to Council Approval of ...        "
KenilworthUpper,14900000,4,4,6,,1298,"            This warm, characterful home offers today's family an idyllic lifestyle.  Grand ...        "
