location,price,floor_size,bathrooms,bedrooms,parking
Sea Point,3590000,None,1,2,1
Claremont Upper,15950000,1 013,4.5,5,7
Ottery,1700000,196,2,3,1
Foreshore,2600000,82,1,1,None
Cape Town City Centre,1950000,45,1,None,1
Observatory,2380000,190,1,3,2
Woodstock,1400000,71,1,None,1
Zonnebloem,2450000,64,2,2,None
Cape Town City Centre,1595000,40,1,1,1
Muizenberg,5500000,494,8,8,None
Gardens,3500000,80,1,2,1
Ocean View,1195000,364,4,5,2
Sea Point,6999000,200,2.5,2,1
Claremont Upper,1400000,40,1,1,1
Cape Town City Centre,1850000,50,1,1,1
Kensington,1400000,267,2,3,1
Muizenberg,1350000,None,1,2,2
Observatory,3895000,412,1,4,4
Cape Town City Centre,2999000,59,1,1,1
Bantry Bay,17995000,151,2,2,2
Tokai,1950000,79,2,2,1
Bantry Bay,25500000,151,2.5,2,2
Cape Town City Centre,5000000,150,2,2,2
Woodstock,1550000,42,1,1,1
Claremont Upper,950000,36,1,1,1
Sea Point,4700000,109,1.5,2,1
Constantia,5800000,356,2,3,2
Bishopscourt,13500000,3 108,4,4,4
Sea Point,7950000,133,2,2,2
Woodstock,1575000,None,1,2,None
Constantia,27000000,4 194,4,4,5
Higgovale,,1 025,4,5,3
Marina Da Gama,3250000,401,3,4,2
Sea Point,2750000,90,2,2,None
Newlands,5900000,322,3,4,3
Green Point,3200000,61,1,1,1
Cape Town City Centre,1549000,47,1,1,None
Pinelands,2900000,654,1,3,1
Claremont,1999999,81,2,2,2
Cape Town City Centre,1980000,40,1,1,None
Rondebosch,2675000,121,2,3,1
Constantia,2995000,83,1,2,1
Cape Town City Centre,1390000,43,1,1,1
Camps Bay,7900000,737,2,2,2
Woodstock,1132000,43,1,1,1
Sea Point,4750000,172,3,3,1
Rondebosch,8700000,936,3,5,4
Cape Town City Centre,1950000,51,1,0.5,1
Newlands,7200000,167,2.5,3,2
Claremont,1850000,50,1,1,None
Vredehoek,7750000,221,3.5,3,2
Sea Point,4995000,172,2,2,2
Claremont,2700000,227,1,2,2
Stonehurst Mountain Estate,13999000,1 427,4,4,4
Bantry Bay,7900000,308,3,5,2
Cape Town City Centre,2895000,89,1,2,None
Newlands,1238000,41,1,1,1
St James,6250000,185,2,3,None
De Waterkant,5200000,87,2,2,2
Vredehoek,19500000,510,12,12,10
Cape Town City Centre,3250000,90,2,2,2
De Waterkant,4725000,63,2,2,1
Cape Town City Centre,1250000,41,1,1,1
Pelican Park,1599999,450,4,5,8
Camps Bay,8950000,159,2.5,3,2
Camps Bay,8950000,214,2.5,3,1
Rondebosch,6750000,496,2.5,3,4
Foreshore,3950000,55,1,1,1
Camps Bay,10000000,227,3,3,3
Tokai,5995000,269,3,3,2
Camps Bay,29000000,843,4.5,4,10
Cape Town City Centre,2950000,159,2.5,2,1
Constantia,7250000,342,3.5,4,1
Green Point,6950000,135,2,3,None
Sea Point,4995000,248,2,3,2
Foreshore,2200000,40,1,0.5,None
Camps Bay,7950000,105,2,2,2
Camps Bay,7950000,105,2,2,2
Vredehoek,3795000,74,2,2,2
Elfindale,2395000,232,1,2,1
Sea Point,9750000,177,2,3,2
Marina Da Gama,2425000,None,2,3,2
Fairways,2899000,496,4,5,3
Observatory,3295000,273,2,3,1
Sea Point,4000000,103,1,3,1
De Waterkant,3500000,61,1,2,1
Rondebosch,3995000,121,3,2,2
Cape Town City Centre,1750000,43,1,1,None
Pinelands,1295000,36,1,1,1
Cape Town City Centre,2395000,82,1,1,1
Fresnaye,8750000,163,2,2,2
Diep River,2300000,87,1,2,2
Muizenberg,1500000,200,2,3,3
Woodstock,2250000,55,1,1,1
Cape Town City Centre,4500000,88,2,2,2
Cape Town City Centre,1995000,40,1,0.5,None
Rondebosch,8500000,906,3,5,4
Constantia,3595000,154,2,3,8
Oranjezicht,2250000,64,1,1,None
Ocean View,680000,187,1,2,2
Oranjezicht,10495000,186,2,2,2
Waterfront,11995000,112,2,2,2
Mowbray,1650000,61,2,2,1
De Waterkant,6890000,108,2,2,2
Crawford,2700000,420,2,3,2
Rondebosch,8500000,618,5,5,8
Green Point,2295000,66,1,1,1
Ocean View,550000,120,1,4,2
Gardens,,None,5.5,6,6
Camps Bay,13500000,595,4.5,4,4
Pinelands,2595000,63,1,2,1
Woodstock,1950000,None,1,1,None
Sea Point,1850000,64,1,1,None
Observatory,2450000,225,1,3,2
Plumstead,1518397,36,1,1,1
Zonnebloem,1290000,None,1,1,None
Woodstock,1985000,44,1,1,2
Cape Town City Centre,1878049,28,None,None,None
Wetton,1300000,156,1,2,1
Claremont,2450000,272,2,3,None
Sea Point,7999000,181,2.5,3,1
De Waterkant,2756529,67,1,None,1
Newfields,2900000,None,1,5,3
De Waterkant,2950000,None,None,None,None
None,,None,None,None,None
None,,None,None,None,None
Southfield,2395000,530,2,4,4
Rondebosch,8700000,936,3,5,2
Green Point,11900000,571,6,5,4
Green Point,14995000,314,4,5,2
Tamboerskloof,3650000,88,1,2,1
Gardens,2695000,89,2,2,1
Claremont Upper,2450000,122,2,2,3
Sea Point,1950000,52,1,0.5,1
Rondebosch,1295000,46,1,1,1
Kenilworth Upper,3400000,143,2,3,2
Green Point,12500000,129,3,3,3
Plumstead,3100000,471,3,5,3
Claremont Upper,1995000,84,1,2,2
Wynberg Upper,4750000,535,3,4,3
Gardens,2450000,68,1,2,3
Marina Da Gama,2850000,540,4,5,6
Woodstock,3795000,238,2,3,None
Oranjezicht,1750000,58,1,1,None
Tamboerskloof,7900000,397,3,4,1
Sea Point,5950000,198,2.5,3,1
Green Point,1590000,None,1,1,None
Woodstock,1700000,45,1,1,1
Claremont Upper,4199000,187,2.5,3,2
Cape Town City Centre,2655000,74,1,1,1
Rosebank,1690000,82,1.5,2,2
Mowbray,4850000,803,3,4,2
Observatory,1695000,65,2,2,1
Zonnebloem,1375000,59,1,2,1
Observatory,3350000,91,2,3,1
Claremont Upper,6650000,498,2,2,2
Woodstock,2295000,64,1,2,3
Wynberg Upper,1495000,74,1,2,1
Stonehurst Mountain Estate,6750000,614,3.5,3,5
Tokai,4995000,856,3.5,7,6
Sea Point,3495000,89,1,2,1
Vredehoek,3995000,116,2,3,1
Salt River,1550000,62,1,1,1
Cape Town City Centre,4600000,85,2,2,None
Mouille Point,5450000,67,1,1,None
Kenilworth,1150000,50,1,1,1
Green Point,2895000,85,1,1,None
Bantry Bay,17995000,219,2,3,2
Tamboerskloof,1500000,28,1,None,None
Mouille Point,1350000,36,1,1,None
Rondebosch,1900000,86,1.5,2,1
Costa Da Gama,995000,116,1,2,2
Pinelands,1050000,56,1,2,1
Plumstead,1150000,68,1,2,1
St James,3385000,78,2,2,2
University Estate,9500000,420,7,8,2
Woodstock,2295000,167,2,2,1
Observatory,3395000,172,2.5,4,2
Sea Point,3600000,60,1.5,1,None
Grassy Park,920000,78,1,2,1
Rondebosch,1295000,46,1,None,1
Claremont,1700000,76,1,2,2
Green Point,2900000,62,1,1,1
Camps Bay,15995000,300,2.5,2,2
Sea Point,3995000,84,1,2,1
Sea Point,1595000,37,1,0.5,None
Sea Point,2220000,74,1,2,1
Claremont Upper,2300000,113,2,2,1
Camps Bay,11900000,837,6,6,5
Newlands,5595000,625,2,3,2
Claremont,3200000,240,1.5,3,2
Observatory,2350000,175,1,2,1
Fresnaye,14990000,456,6,6,1
Grassy Park,2000000,None,2,5,3
Cape Town City Centre,1750000,69,2,1,1
Observatory,2295000,157,1,2,2
Oranjezicht,1890000,49,1,1,1
Vredehoek,5950000,394,1,2,1
Salt River,1899999,126,1,1,None
Diep River,2650000,381,2.5,3,5
Kenilworth Upper,7995000,1 111,3,4,5
Sea Point,3900000,105,2,2,1
Sea Point,895000,17,1,0.5,None
Mouille Point,2295000,58,1,1,None
Bo Kaap,4500000,170,3,3,1
Salt River,2900000,132,1,2,2
Sea Point,3211300,80,1,2,None
Maitland,2695000,396,1,3,3
Sea Point,5895000,124,2,2,3
Woodstock,1750000,107,2,3,1
Observatory,2595000,135,2,2,None
Bo Kaap,3750000,377,4,5,1
Claremont,4495000,268,3,3,2
Sea Point,4950000,84,2,2,2
Cape Town City Centre,3940000,None,2,2,1
Observatory,2195000,124,1,2,None
Rondebosch,3975000,433,2,4,2
Sea Point,8850000,180,3,3,3
Green Point,2350000,85,1,2,1
Stonehurst Mountain Estate,4700000,198,3.5,3,2
Newlands,6800000,444,4,5,4
Woodstock,1300000,43,1,1,1
Cape Town City Centre,1780000,53,1,1,1
Pelican Park,950000,309,1.5,2,None
Kenilworth,1750000,162,1,2,2
Sea Point,5100000,99,2,3,2
Sea Point,2200000,74,1,2,1
Llandudno,15500000,1 182,2,4,2
Wynberg Upper,1095000,None,1,1,1
Observatory,2395000,103,3,3,None
Retreat,1950000,510,1,5,2
Claremont Upper,3895000,132,2,2,1
Cape Town City Centre,3850000,88,2,2,1
Claremont,2295000,249,1,2,1
Wynberg Upper,1495000,81,1,2,1
Claremont Upper,1298000,36,1,1,None
Plumstead,1550000,74,1,2,None
Muizenberg,1995000,219,2,3,3
Wynberg Upper,1295000,87,1,2,1
Observatory,2930000,None,1,1,1
Wynberg,1450000,154,1,3,2
Cape Town City Centre,2400000,56,1,1,1
Bo Kaap,5500000,190,4,8,1
Muizenberg,1295000,191,1,2,3
Claremont Upper,3450000,None,2,2,1
Observatory,4200000,246,2,3,3
Bantry Bay,17995000,219,2.5,3,2
Sea Point,3890000,79,1,2,1
Rondebosch,6995000,743,3,5,5
Camps Bay,13950000,991,3.5,4,2
Green Point,2350000,77,1,2,None
Woodstock,1950000,111,1,2,None
Fresnaye,10995000,328,3,2,4
Meadowridge,3295000,862,2,3,1
Vredehoek,4495000,110,2,2,2
Stonehurst Mountain Estate,6750000,347,4.5,4,2
Claremont,4250000,117,2,2,1
Constantia,8900000,2 670,2,3,10
Observatory,3200000,69,2,2,2
Belhar,1500000,373,1,4,None
Observatory,1320000,34,1,1,None
Pinelands,3750000,1 074,5.5,9,3
Claremont Upper,5950000,400,2,3,2
Woodstock,1695000,77,2,2,1
Cape Town City Centre,5750000,170,2,2,1
Muizenberg,1450000,64,2,2,1
Sea Point,2760000,63,1,1,None
Plumstead,1999000,395,2,3,4
Observatory,3350000,293,2,6,None
Foreshore,4995000,141,2,2,2
Rondebosch,1485000,78,1,2,None
Plumstead,1399000,None,1,1,1
De Waterkant,13995000,136,3,3,3
Gardens,15000000,461,2,3,1
Charlesville,1200000,None,1,3,1
Claremont,1495000,83,1,2,2
Green Point,6495000,404,3.5,3,2
Cape Town City Centre,1495000,43,1,1,1
Newlands,7200000,251,2.5,3,2
Cape Town City Centre,3495000,103,2.5,2,None
Gardens,1650000,None,1,1,1
Rondebosch,1850000,76,1,2,1
Newlands,7600000,880,4,4,5
Fresnaye,5995000,138,2.5,3,2
Claremont Upper,3999999,176,2.5,3,1
Gardens,1900000,60,1.5,1,None
Newlands,4950000,538,2,3,2
Foreshore,2370000,67,1,1,1
Fresnaye,23950000,1 041,4,4,3
Mouille Point,4400000,99,2,2,1
Rondebosch,10500000,1 143,4,5,8
De Waterkant,3450000,76,1,2,1
Claremont Upper,7000000,184,3.5,3,2
Green Point,9950000,181,2.5,2,2
Rondebosch East,3999000,446,5,6,2
Sea Point,14900000,230,2,3,2
Constantia,8950000,2 124,5.5,5,9
Kenilworth,2100000,111,2,3,2
Observatory,1990000,262,1,4,1
Zonnebloem,2130000,54,1.5,2,1
Constantia,28500000,1 355,6,5,3
Constantia,6500000,1 349,2.5,3,5
Rondebosch,1750000,65,1,2,1
Waterfront,24000000,296,3,3,3
Camps Bay,5850000,97,1.5,3,1
Newlands,11500000,743,3.5,5,2
Walmer Estate,1880000,107,1,2,None
Mowbray,2175000,92,2,2,2
Cape Town City Centre,5750000,83,1,1,1
Bishop Lavis,1095000,400,1,3,2
Kalk Bay,3500000,60,1,1,1
Fresnaye,6350000,160,2,3,2
Vredehoek,1950000,69,1,2,2
Cape Town City Centre,1295000,None,1,None,None
Maitland,799000,48,1,2,None
Wynberg,1480000,None,1,3,1
Rosebank,2200000,124,1,3,2
Higgovale,12000000,222,2.5,2,4
Pinelands,4995000,818,2,5,6
Woodstock,1595000,189,1,3,None
Claremont Upper,2500000,82,1,2,2
Foreshore,2750000,57,1,1,1
Mouille Point,9995000,190,2.5,2,2
Green Point,25200000,411,4.5,4,3
De Waterkant,4200000,99,2,2,1
Constantia,7850000,3 380,6.5,7,10
Kenilworth Upper,4990000,219,2.5,3,2
Ottery,1750000,389,2,3,4
Cape Town City Centre,2450000,71,1,1,1
Tokai,3900000,383,1,1,1
Oranjezicht,3650000,104,1,2,None
Observatory,1395000,79,1,2,None
Harfield Village,2350000,296,1,1,2
Woodstock,1895000,145,1,2,None
Woodstock,1300000,43,1,1,1
Plumstead,2375000,100,2,2,1
Zonnebloem,1240000,41,1,1,1
Pinelands,3795000,838,3,4,2
Pinelands,4395000,902,3,4,3
Bo Kaap,6495000,360,2,3,None
Crawford,5500000,991,8,10,4
Zonnebloem,1550000,60,1,2,1
Constantia,11520000,659,4,3,2
Rondebosch,8900000,991,3,4,6
Tokai,1975000,None,2,2,1
Sybrand Park,2600000,732,2,4,1
Camps Bay,16900000,1 235,2,4,2
Mouille Point,5250000,93,1,2,None
Rondebosch,1550000,45,1,1,1
Stonehurst Mountain Estate,4500000,197,None,None,None
Tamboerskloof,2850000,86,1,2,1
Cape Town City Centre,1199000,37,1,0.5,1
Plumstead,3945000,169,2,3,2
Constantia,13750000,431,3.5,3,6
Sea Point,2950000,76,1,2,1
Pinelands,2695000,265,2,3,2
Vredehoek,2450000,60,1,1,1
Camps Bay,9750000,253,2.5,3,2
Bantry Bay,3495000,82,1,2,1
Vredehoek,2250000,56,1,1,None
De Waterkant,7995000,67,2,2,None
Cape Town City Centre,1650000,36,1,0.5,None
Sea Point,2550000,76,1,2,None
Rondebosch,3750000,575,2,5,4
Kenilworth,1900000,106,1.5,3,1
Camps Bay,13950000,672,4,4,None
Claremont,3150000,368,2,3,3
Sea Point,8750000,211,3,3,2
Sea Point,1995000,None,1,1,None
Marina Da Gama,2500000,None,2,3,3
Thornton,2495000,712,1,3,10
Cape Town City Centre,1250000,28,1,0.5,1
Pelican Park,1495000,338,2,3,1
Muizenberg,1800000,114,2,3,None
De Waterkant,2790000,38,1,1,1
Rondebosch,1700000,84,1,2,None
Camps Bay,21995000,809,5.5,5,2
Marina Da Gama,3600000,544,2,3,2
Claremont,2950000,335,2,3,1
Camps Bay,14900000,284,3,4,1
Zonnebloem,950000,32,1,0.5,1
Green Point,4795000,269,3,3,None
Sea Point,3095000,86,1,2,None
Fresnaye,5695000,125,2,3,2
Gardens,3750000,150,2,2,2
Mouille Point,3995000,81,1,2,None
De Waterkant,2499000,55,1,1,1
De Waterkant,2495000,61,1,1,2
Foreshore,2750000,61,1,None,1
Lakeside,9900000,929,18,16,2
Woodstock,2000000,42,1,0.5,1
Kenilworth Upper,1995000,107,2,2,1
Observatory,1640000,57,2,2,1
Camps Bay,12500000,443,3,3,2
Mouille Point,7795000,108,2,2,2
Maitland,775000,None,1,2,1
Sea Point,2395000,79,1,2,None
Sea Point,4500000,83,1,2,1
Diep River,1790000,115,2,3,1
Sea Point,3250000,101,2,2,None
Heideveld,549000,None,1,2,2
Cape Town City Centre,1995000,88,2,2,1
Clifton,39500000,231,2,2,2
Kenilworth Upper,4295000,343,2,3,4
Tamboerskloof,1695000,29,1,None,1
Observatory,2150000,58,1,1,1
Rondebosch,1500000,56,1,1,1
Camps Bay,29995000,887,4.5,4,2
Constantia,10950000,1 508,5,5,4
Green Point,6400000,140,2.5,4,1
Wynberg,1095000,75,1,2,1
Wynberg,2490000,None,3,6,1
Camps Bay,27000000,595,3,3,2
Sea Point,1795000,42,1,None,1
Retreat,560000,37,None,None,1
Claremont Upper,3950000,190,1,2,2
Constantia,8900000,1 170,3,4,2
Newlands,5490000,619,3,4,1
Woodstock,1599000,50,1,1,None
Woodstock,2200000,None,1.5,3,2
Fresnaye,41500000,510,6,4,7
Higgovale,19000000,None,1,5,3
Cape Town City Centre,4800000,92,2,2,2
Bergvliet,3995000,1 071,4,4,4
Wynberg Upper,2650000,145,3,3,1
Vredehoek,8300000,700,4,7,4
Sea Point,10700000,223,2,3,2
Capricorn,1295000,195,1,2,2
Constantia,12995000,650,4,4,2
Claremont Upper,4650000,213,2,3,4
Cape Town City Centre,5450000,155,2.5,2,None
Sea Point,3600000,65,2,2,None
Kenilworth Upper,1495000,64,1,1,2
Rondebosch,1095000,38,1,1,None
Bishopscourt,12500000,3 643,2,3,3
De Waterkant,3895000,73,1,2,None
Cape Town City Centre,9995000,173,3,3,2
Kenilworth,1095000,None,1,None,None
Bo Kaap,2450000,54,1,1,1
Cape Town City Centre,1395000,None,1,1,None
Constantia,15995000,None,4.5,5,9
Pinelands,1100000,61,1,2,None
Pelican Park,1150000,240,2,3,1
Constantia,12200000,1 406,3,4,2
Bantry Bay,5700000,109,2,2,2
Vredehoek,4950000,357,1.5,3,1
Cape Town City Centre,1750000,68,2,2,1
Crawford,2950000,437,3,7,5
Camps Bay,11250000,302,3,4,1
Sea Point,3495000,83,2,2,None
Claremont,4300000,459,2,3,2
Green Point,19975000,382,3.5,3,2
Pelican Park,550000,None,1,2,None
Rondebosch,1600000,81,1,1,1
Rondebosch,3350000,115,2,3,1
Sea Point,3900000,133,1.5,3,1
Cape Town City Centre,2450000,73,1,2,None
Sea Point,8590000,178,3,3,2
Cape Town City Centre,4800000,106,2,2,2
Kenilworth,2295000,112,2,2,1
Gardens,1890000,46,1,1,1
Llandudno,27500000,1 385,3,4,2
Oranjezicht,11950000,551,2,3,2
Cape Town City Centre,1850000,45,1,1,1
Green Point,2795000,63,1,1,1
Bantry Bay,86250000,1 106,6,6,2
Kenilworth Upper,2595000,60,1,2,2
Newlands,5795000,195,3.5,4,2
Tokai,5995000,269,3,3,2
Wynberg Upper,1495000,85,1.5,2,2
Sea Point,4750000,87,1,1,1
Three Anchor Bay,6900000,107,1,2,1
Pinelands,4850000,1 383,3,4,6
Ottery,1100000,67,1,2,None
Marina Da Gama,2950000,640,None,None,None
Marina Da Gama,2950000,640,None,None,None
Green Point,4349000,268,2,2,None
Kewtown,965000,None,2,3,3
Cape Town City Centre,1845000,43,1,1,1
Cape Town City Centre,3299995,None,1,2,1
Zwaanswyk,12995000,3 548,3,4,6
Woodstock,2195000,130,1,2,1
Pelican Park,499000,None,1,2,None
De Waterkant,2950000,84,1,2,1
Oranjezicht,12495000,152,3,2,2
Mouille Point,3750000,93,2,2,None
Green Point,6500000,110,2,2,1
Pinati,2000000,629,1.5,3,2
Llandudno,18380000,1 240,5,7,2
Mowbray,1500000,49,1,1,1
Constantia,12950000,4 081,5.5,5,7
Bantry Bay,3200000,90,1.5,2,None
Observatory,1890000,70,2,2,1
Cape Town City Centre,1450000,47,1,1,None
De Waterkant,5495000,113,2,2,2
Rondebosch Village,1295000,54,1,1,None
Cape Town City Centre,1895000,36,1,1,None
De Waterkant,7900000,60,2,2,None
De Waterkant,6995000,None,2.5,2,2
Vredehoek,2999999,75,1,2,None
Newlands,2550000,70,1,1,1
Silvertree Estate,12900000,700,4,6,2
Silvertown,2450000,272,2,6,4
Vredehoek,5900000,222,2,3,2
Camps Bay,33925000,456,3.5,3,None
Ocean View,550000,120,1,4,2
Constantia,80000000,10 747,7,6,15
Zonnebloem,1350000,43,1,1,None
Sea Point,5900000,None,2,2,2
Newlands,5000000,575,2,3,2
Sea Point,2750000,64,1,1,None
Sea Point,2550000,91,1,3,None
Oranjezicht,14835000,499,7,6,3
Cape Town City Centre,1700000,64,1,1,1
Maitland,635000,56,1,2,1
Claremont,1350000,40,1,None,None
Valhalla Park,399999,None,1,2,2
Sea Point,1215000,32,1,0.5,None
Cape Town City Centre,1399995,None,1,1,1
De Waterkant,4823926,135,1,2,2
Sea Point,4464050,82,2,2,None
Rondebosch East,2900000,None,1,4,1
None,,None,None,None,None
None,,None,None,None,None
Pinelands,3250000,818,2,3,3
Thornton,795000,None,1,2,1
St James,18500000,938,11,11,3
Green Point,3250000,107,2,3,1
Waterfront,19995000,159,2,2,2
Three Anchor Bay,2800000,85,1,3,1
Gardens,4500000,141,2,3,2
Bergvliet,3450000,612,2,3,2
Sea Point,5800000,139,2,3,2
Cape Town City Centre,1995000,35,1,1,1
De Waterkant,9950000,93,3,3,None
Claremont,5440000,397,2,3,1
Constantia,9950000,1 426,3.5,4,6
Gardens,3295000,80,1,2,1
Oranjezicht,8738998,596,5,5,1
Kenilworth,1050000,46,1,1,1
Cape Town City Centre,1295000,47,1,0.5,1
Woodstock,1350000,38,1,1,1
Maitland,820000,48,1,2,1
Claremont Upper,2995000,84,2,2,2
Gardens,1750000,62,1,2,1
Sea Point,3750000,91,2,2,1
Rondebosch,1695000,71,1,2,1
Sea Point,30000000,684,3.5,3,3
Observatory,1895000,71,2,2,1
Higgovale,18200000,988,3.5,4,2
Cape Town City Centre,4500000,123,2,2,1
Green Point,4950000,163,1,2,None
Wetton,9800000,4 365,4.5,5,10
Bergvliet,3729000,1 259,3,5,2
Tokai,6600000,None,5,7,7
De Waterkant,2900000,38,1,1,1
Rondebosch,2395000,112,2,3,None
Mouille Point,2600000,54,1,1,1
Cape Town City Centre,1400000,43,1,0.5,None
Kalk Bay,13500000,180,3,3,2
Sea Point,1980000,58,1,0.5,None
Green Point,7995000,165,2.5,2,2
Kenilworth,1150000,None,1,1,1
Rondebosch Village,1450000,34,1,1,1
Kenilworth Upper,2750000,124,1,2,1
Fresnaye,8000000,153,2,3,2
Pinelands,1795000,75,1,2,2
Oranjezicht,2750000,83,1,2,2
Maitland,685000,36,1,1,1
Muizenberg,1390000,65,1,1,1
Cape Town City Centre,3229000,50,1,1,1
Lotus River,1495000,317,2.5,5,4
Mowbray,2200000,83,1,2,2
Claremont Upper,4800000,213,2,3,4
Maitland,755000,44,1,2,1
Cape Town City Centre,1350000,54,1,1,None
Sea Point,1390000,26,1,1,None
Wynberg Upper,2875000,146,3,3,2
Green Point,1950000,52,1,1,2
Woodstock,1475000,69,1,2,None
Salt River,1399999,50,1,1,1
Rosebank,1590000,41,1,2,None
Camps Bay,8950000,159,2.5,3,2
Tamboerskloof,1795000,46,1,1,1
Woodstock,1800000,146,1,2,1
Marina Da Gama,2995000,780,3,3,6
Claremont Upper,4200000,555,1,3,1
Zwaanswyk,16750000,4 047,3.5,4,5
Oranjezicht,8700000,408,6,6,2
Observatory,2700000,86,2,2,1
Waterfront,41400000,216,3,3,None
Plumstead,1450000,65,2,2,2
Green Point,7900000,511,3.5,3,2
Sea Point,2195000,52,1,None,1
Vredehoek,2395000,79,2,2,1
Rondebosch,3900000,527,3,3,1
Sea Point,3300000,52,1,1,1
Lakeside,9900000,929,15,16,5
Cape Town City Centre,2995000,106,2.5,2,1
Pinati,1849000,535,1,3,2
Marina Da Gama,3250000,479,3,4,None
Kensington,1400000,267,2,3,4
Vredehoek,7100000,320,2.5,3,5
Sea Point,1595000,51,1,1,1
Belgravia,1790000,496,3.5,5,8
Sea Point,9950000,395,5,6,2
Retreat,580000,70,1,3,2
Vredehoek,3495000,None,3,3,None
Sea Point,1950000,47,1,1,1
Bo Kaap,3750000,377,4,5,1
Green Point,3450000,119,2,2,None
Cape Town City Centre,1995000,80,2,2,2
Bantry Bay,2995000,69,1,1,1
Kenilworth,1169000,52,1,2,1
Green Point,3450000,67,1,2,1
Cape Town City Centre,2450000,84,2,2,1
Cape Town City Centre,2975000,90,1,1,1
Sea Point,12995000,115,2.5,2,1
Muizenberg,1275000,85,2,3,2
Sea Point,8950000,324,3.5,3,2
Kenilworth,9000000,727,6,5,2
Claremont,1350000,62,1,1,1
Green Point,5330000,87,2,2,2
Green Point,7500000,150,2.5,2,None
Constantia,9950000,1 426,3,4,4
Cape Town City Centre,1690000,38,1,0.5,None
Pinelands,4450000,979,4,4,2
Woodstock,3395000,205,1,3,2
Pinelands,2295000,395,1,2,3
Muizenberg,895000,None,1,2,2
Woodstock,1200000,81,1,2,None
Newlands,6990000,543,2.5,3,4
Stonehurst Mountain Estate,5700000,300,3.5,3,2
Bergvliet,3900000,854,2,5,4
Green Point,3795000,72,1,2,1
Observatory,3200000,86,2,2,1
Claremont Upper,1950000,65,1,2,1
Cape Town City Centre,3750000,138,2,2,1
Rondebosch,1495000,55,1,1,1
Fresnaye,7500000,120,2,2,None
Sea Point,3999000,147,1.5,3,2
De Waterkant,5499000,78,2,2,1
Sea Point,8860000,204,3,2,2
Claremont Upper,4750000,169,2,2,2
Waterfront,15249000,153,2.5,2,2
Kenwyn,2850000,634,2,4,6
Newlands,6560000,438,3.5,3,4
Constantia,7950000,1 500,4.5,4,2
De Waterkant,2500000,67,1,1,None
Pinelands,3600000,951,2,3,1
Sea Point,4850000,109,2,3,2
Kenilworth Upper,1495000,41,1,1,1
Gardens,1800000,46,1,1,1
Cape Town City Centre,2695000,114,2,2,2
Kenilworth,1595000,68,1,2,2
Sea Point,2695000,70,1,1,2
Mowbray,1100000,61,1,2,1
Claremont Upper,3700000,None,2,2,2
Pinati,2299000,None,2,4,None
Waterfront,14850000,154,2,2,2
Bantry Bay,33995000,969,3.5,3,3
De Waterkant,3400000,62,1,1,1
Cape Town City Centre,5750000,170,2,2,1
Sea Point,12500000,298,2,2,2
Gardens,4750000,335,2,4,2
Bo Kaap,1850000,104,1,3,None
Newlands,7650000,991,2.5,4,3
Fresnaye,32500000,633,4.5,4,4
Wynberg,980000,76,1.5,2,1.5
Claremont,2495000,None,1,2,2
Rondebosch,14995995,1 670,5.5,6,9
Kirstenhof,1850000,81,2,2,1
Plumstead,1995000,92,1,2,1
Bishop Lavis,1180000,None,1,3,3
Muizenberg,2950000,601,2,3,6
Plumstead,4650000,350,3,6,None
Meadowridge,3950000,872,2,3,4
Claremont,1295000,67,1,2,1
Camps Bay,10900000,994,2,2,2
Observatory,2000000,59,2,2,2
Sea Point,2500000,100,2.5,2,2
Cape Town City Centre,3195000,140,2,3,2
Claremont Upper,1050000,35,1,1,1
Claremont,4990000,565,2,3,2
Claremont Upper,4295000,129,2,2,2
Cape Town City Centre,1095000,29,1,0.5,None
Sea Point,3999999,106,1,2,1
Camps Bay,7995000,None,2.5,2,1
Gardens,1950000,69,1,2,2
Zonnebloem,2400000,54,1.5,2,1
Claremont Upper,3500000,118,1.5,1,2
Belhar,1650000,517,2,3,2
Lakeside,1895000,250,1,3,2
Salt River,1750000,124,1,2,None
Kenilworth Upper,3200000,190,2.5,4,2
Costa Da Gama,860000,45,1,2,1
Muizenberg,2750000,445,3,4,6
Zonnebloem,2200000,54,1,2,1
High Constantia,15900000,4 318,3,5,13
Newlands,6750000,260,2.5,3,2
Wynberg,699500,49,1,2,1
Green Point,2615000,48,1,1,1
Zonnebloem,2350000,54,1,2,1
Green Point,5950000,95,2,2,2
Harfield Village,2750000,352,2,3,3
Newlands,3700000,200,1,2,1
Philippi,1200000,None,8,8,None
Sea Point,6500000,107,1.5,2,None
Foreshore,3000000,55,1,1,1
Muizenberg,7850000,875,9,11,11
Clifton,40000000,180,4,4,None
Sea Point,10495000,145,2.5,2,2
Wynberg Upper,2250000,454,2,2,2
Plumstead,1350000,77,1,2,1
Plumstead,3700000,808,3.5,6,3
Sea Point,1795000,46,1,1,1
Sea Point,5900000,182,3,5,4
Bantry Bay,16500000,178,2.5,2,None
Green Point,1350000,37,1,0.5,1
Rosebank,4950000,490,2,4,3
Gardens,1475000,40,1,0.5,None
Zonnebloem,2180000,69,2.5,2,1
Constantia,5450000,1 365,4,4,4
Muizenberg,5950000,574,8,6,4
Cape Town City Centre,6695000,196,3.5,3,2
Ottery,2390000,400,3,4,5
Plumstead,2250000,472,1,3,3
Constantia,4995000,422,3,3,4
Muizenberg,950000,45,1,2,1
