location,price,floor_size,bathrooms,bedrooms,parking
Cape Town City Centre,7490000,156,4,3,2
Vredehoek,2650000,73,1,2,None
Woodstock,2995000,175,1,2,None
Zeekoevlei,1790000,None,2,3,2
Rondebosch,1679000,None,1,1,1
Observatory,1640000,61,2,2,1
Wynberg Upper,1299000,86,1,2,2
Zonnebloem,2450000,64,2,2,None
Constantia,3995000,231,2.5,3,3
Sea Point,19495000,267,3.5,3,2
Green Point,4200000,80,1,2,1
Constantia,3795000,698,2.5,3,4
Constantia,10850000,2 112,5,5,3
Bantry Bay,4250000,172,1.5,3,None
Cape Town City Centre,4950000,88,2,2,2
Cape Town City Centre,1850000,50,1,1,1
Woodstock,1550000,48,1,1,1
Walmer Estate,3450000,401,1.5,4,None
Observatory,2760000,79,2,2,1
Camps Bay,25000000,811,7,8,2
Bishopscourt,12900000,3 501,4,6,8
Muizenberg,2000000,206,2,3,None
Sea Point,5800000,132,2,2,1
Sea Point,2750000,89,1,2,1
Sea Point,7750000,132,2,2,2
Cape Town City Centre,1980000,30,1,1,1
Sea Point,1350000,33,1,0.5,1
Wynberg Upper,4395000,573,2.5,3,5
Rondebosch,1595000,79,1,2,1
Marina Da Gama,1995000,None,2,3,1
Foreshore,2050000,37,1,0.5,1
Wynberg,1280000,122,1,2,None
Bo Kaap,1995000,61,1,2,None
Zonnebloem,2180000,None,1,2,1
St James,9500000,481,2,4,None
Claremont Upper,2950000,85,1,3,1
Observatory,1995000,188,1,4,None
De Waterkant,2950000,44,1,1,None
Belhar,795000,156,1,4,None
Bantry Bay,13225000,None,3,3,None
Foreshore,3700000,54,1,1,1
Sea Point,4600000,106,2,2,None
Mouille Point,2100000,33,1,None,None
Kenilworth,1545000,86,1,2,2
Vredehoek,2200000,73,1.5,2,None
Kenilworth,4350000,620,2.5,3,5
Oranjezicht,2495000,40,1,1,1
Ottery,1599000,112,2,3,4
Constantia,15800000,None,4.5,5,2
Kenilworth Upper,2990000,168,2,3,2
Fresnaye,8750000,208,2,3,1
Camps Bay,7950000,136,2,2,2
Kenilworth Upper,2695000,107,2,3,1
Vredehoek,3000000,74,1,2,None
Green Point,19975000,700,3,3,2
Maitland,2450000,None,1,3,4
Camps Bay,39500000,650,3,4,None
Constantia,6995000,1 351,3,4,2
Tokai,1975000,72,2,2,1
Cape Town City Centre,1850000,51,1,1,None
Constantia,5550000,1 079,4,5,3
Rondebosch,1850000,58,1,1,1
Observatory,1750000,None,1,1,1
Kenilworth Upper,2500000,73,3,2,1
Rondebosch,8500000,931,3,4,5
Camps Bay,8950000,214,2.5,3,1
Pinelands,3150000,833,2,3,6
Green Point,2795000,63,1,1,1
Rondebosch,8750000,248,4.5,4,1
Cape Town City Centre,3850000,119,2,2,1
Newlands,6950000,898,3,3,5
Gardens,2890000,85,1,2,None
Camps Bay,11500000,157,2,3,2
Claremont,1680000,53,1,1,None
Maitland,1400000,336,2,3,4
Green Point,9750000,177,3.5,3,2
Woodstock,1295000,61,1,1,1
Pinelands,1380000,60,1,2,1
Camps Bay,13750000,240,3,4,2
Lotus River,1800000,625,1,5,7
Oranjezicht,2200000,65,1,2,None
Woodstock,1990000,113,1,2,None
Kenilworth,1500000,80,1,3,2
Sea Point,19900000,479,4,4,2
Observatory,3295000,273,2,3,1
Constantia,4750000,863,3,3,4
Green Point,2990000,51,1,1,1
Cape Town City Centre,1495000,43,1,1,None
Kalk Bay,3450000,176,2,2,1
Bishop Lavis,990000,None,2,3,2
Zonnebloem,2700000,152,2,3,1
Zonnebloem,2278800,110,1,2,1
De Waterkant,9000000,250,2.5,2,3
Kenilworth Upper,6750000,1 309,2.5,5,4
Camps Bay,30000000,None,3.5,4,3
Cape Town City Centre,4500000,88,2,2,2
Kensington,1850000,None,2,4,2
Sea Point,19995000,479,4,4,2
Camps Bay,6500000,321,1,2,1
Observatory,2212103,73,2,2,None
Green Point,4849000,124,2.5,2,None
Observatory,1650000,43,1,1,1
Retreat,1349000,None,1,2,1
Observatory,2300000,78,1,2,1
Three Anchor Bay,5400000,106,2,2,2
Observatory,2395000,172,2,2,None
Woodstock,2050000,68,1,2,2
Camps Bay,2750000,64,1,1,2
Foreshore,7500000,109,3,3,1
Green Point,6300000,102,2,2,1
Green Point,8950000,584,2,4,2
De Waterkant,2950000,50,1,1,1
Sea Point,2550000,91,1,3,None
Cape Town City Centre,1995000,49,1,1,1
Constantia,9500000,2 043,4.5,5,2
Heathfield,2299000,762,3,5,3
Sea Point,1550000,33,1,0.5,1
De Waterkant,6250000,95,2,2,2
Woodstock,950000,76,1,2,None
Newlands,8250000,172,4,4,2
Vredehoek,2995000,100,1,3,None
Ottery,1100000,67,1,2,1
Sea Point,8650000,165,2,2,2
Wynberg,450000,None,1,1,None
Wynberg,3500000,140,2,2,1
Pinelands,1895000,75,1,2,2
Parkwood,690000,None,1,3,6
Pinelands,3200000,818,2,3,None
Walmer Estate,3950000,211,3,3,1
Plumstead,2200000,491,1,3,2
Sea Point,1995000,72,1,1,1
Oranjezicht,2100000,54,1,1,1
Woodstock,1950000,82,2,2,2
Camps Bay,11900000,902,5,5,3
Camps Bay,14890000,507,4.5,4,2
Diep River,1395000,78,1.5,2,2
Woodstock,3100000,172,2,2,1
Gardens,5450000,218,2,4,None
Lakeside,2295000,130,2,3,3
Claremont Upper,4295000,129,2,2,2
Sea Point,3399000,86,2,2,1
Gardens,2500000,97,1,2,1
Oranjezicht,1350000,41,1,1,None
Observatory,1850000,129,1,2,1
Sea Point,3900000,90,1,1,1
Vredehoek,2495000,63,1,1,1
Kenilworth,1950000,90,1,2,1
Kenilworth Upper,1795000,91,1,2,2
Sea Point,2200000,69,1,2,None
Lotus River,1550000,457,2,3,1
Tamboerskloof,3395000,81,2,2,1
Salt River,1250000,41,1,None,None
Three Anchor Bay,6800000,107,1,2,1
Kirstenhof,2850000,724,1,3,1
Cape Town City Centre,3250000,155,2.5,2,1
Sea Point,1795000,47,1,1,None
Cape Town City Centre,1695000,59,2,2,1
Observatory,3795000,197,2,4,4
Wynberg Upper,1650000,105,1.5,2,2
Sea Point,4750000,104,2,2,1
St James,17500000,1 411,4,3,3
Woodstock,2995000,271,2,3,3
Woodstock,1595000,80,1,2,None
Claremont Upper,12750000,927,4.5,4,4
De Waterkant,2950000,59,1,1,1
Pinelands,,951,2,5,4
Vredehoek,3950000,229,1,2,1
Gardens,8400000,408,6,6,3
Zeekoevlei,1600000,329,1,3,4
Mowbray,1350000,78,1,2,None
Fresnaye,26950000,448,4.5,4,4
Newlands,10500000,991,2,3,4
Rondebosch,2395000,66,2,2,2
Rondebosch,1945000,101,1,3,1
Stonehurst Mountain Estate,7995000,439,3.5,4,7
Steenberg Golf Estate,19995000,837,3.5,4,4
Vredehoek,2100000,None,1,1,None
Kenilworth,1295000,59,1,2,1
Wynberg Upper,2995000,144,2,3,3
Kirstenhof,3495000,712,2,3,4
Fresnaye,5500000,126,2,2,2
Gardens,2850000,79,1,2,1
Muizenberg,1100000,62,1,2,1
Oranjezicht,8900000,561,4,6,None
Claremont,3650000,164,None,None,None
Three Anchor Bay,2950000,87,1,2,1
Cape Town City Centre,1400000,43,1,1,1
Newlands,4495000,367,2,2,2
Woodstock,1679000,50,1,1,1
Mouille Point,4750000,78,2,2,1
Kenilworth,3495000,669,2,4,None
De Waterkant,2270000,45,1,1,1
Bishop Lavis,1550000,482,4,5,2
Heathfield,2395000,595,1,4,4
Heathfield,1200000,52,1,2,1
Thornton,870000,58,1,2,1
Green Point,6500000,112,2,2,2
Gardens,1895000,89,1,1,1
Claremont Upper,4495000,320,2,4,1
Lansdowne,,56,1,1,None
Sea Point,5999000,120,2,2,2
Grassy Park,2200000,None,3,8,None
Cape Town City Centre,28000000,440,3,3,2
Oranjezicht,2795000,77,2,2,2
Cape Town City Centre,1350000,50,1,1,1
Sea Point,2900000,88,1.5,2,1
Sea Point,3100000,74,1,1,1
Steenberg,1899000,567,1,3,1
Muizenberg,1499000,70,1,1,None
Salt River,1750000,124,1,2,1
Kenilworth,3900000,722,2,3,4
Fresnaye,13700000,445,3,4,2
Sea Point,3495000,110,2,2,1
Pinelands,3100000,885,2,2,4
Rylands,895000,52,1,2,1
Mouille Point,5995000,72,1,1,1
Maitland,2599900,None,3,4,2
Mowbray,3450000,405,1,3,2
Rondebosch,7450000,1 071,3,4,6
Kenwyn,2400000,720,1.5,3,5
Cape Town City Centre,2550000,92,2,2,1
De Waterkant,2700000,66,1,1,None
Green Point,2695000,90,2.5,2,2
Claremont Upper,6395000,816,5,5,3
Camps Bay,12500000,None,4,3,1
Claremont Upper,9450000,1 154,4.5,4,2
Plumstead,2995000,518,2,3,2
Cape Town City Centre,5495000,107,2,2,None
Rondebosch,1985000,78,1,1,None
Oranjezicht,9290000,430,5,5,2
Sea Point,22500000,488,4.5,4,2
Pelican Park,1450000,200,2,4,1
Woodstock,1650000,151,1,2,None
Woodstock,1650000,42,1,1,None
Belhar,1550000,493,4,4,2
Observatory,2000000,59,2,2,1
Plumstead,1725000,83,1,2,None
Kenilworth Upper,4950000,363,2,3,2
Green Point,3150000,71,1,1,None
Claremont Upper,33500000,1 512,6,6,2
Kenilworth,3275000,496,2,3,4
Pinelands,1600000,None,1,2,1
Claremont,3200000,211,2,4,4
Pinelands,1595000,90,1,2,1
Three Anchor Bay,3395000,77,1,2,None
Higgovale,9900000,472,2.5,3,2
Claremont Upper,2350000,75,2,2,1
Waterfront,15249000,153,2.5,2,2
Pinelands,3795000,817,2,3,3
Three Anchor Bay,3410500,106,1,2,None
Walmer Estate,4300000,495,2,4,2
Mouille Point,2100000,32,1,None,None
De Waterkant,2750000,82,1,1,2
Vredehoek,1750000,46,1,1,1
Woodstock,1800000,146,1,2,None
Thornton,1495000,187,1,3,1
Plumstead,895000,44,1,1,1
Bishopscourt,39500000,4 006,5,6,8
Rondebosch,2075000,92,2,2,2
Waterfront,14944250,174,2.5,3,2
Woodstock,4000000,132,2,4,2
De Waterkant,2600000,50,1,1,2
Clifton,12575000,None,2,2,None
Gardens,1500000,36,1,1,None
Woodstock,1350000,28,1,0.5,1
Sea Point,24900000,477,3.5,3,3
Grassy Park,795000,556,1,3,3
Muizenberg,1695000,140,3,4,4
Mouille Point,4695000,90,1.5,2,1
Green Point,4595000,128,2,2,2
Lansdowne,1150000,70,1,2,1
Sea Point,3795000,108,2,2,None
Tamboerskloof,2950000,115,2,2,1
Woodstock,2750000,106,3,2,2
Kenilworth Upper,2475000,67,2.5,2,2
Vredehoek,1895000,73,1,2,1
Sea Point,4550000,128,2,4,1
Mouille Point,3995000,86,1,2,1
Pelican Park,699000,None,1,2,1
Green Point,19500000,1 350,18,15,12
Green Point,4750000,84,2,2,1
Cape Town City Centre,2495000,76,1,1,1
Lakeside,1825000,73,1,2,3
Llandudno,,991,5,5,5
Cape Town City Centre,2450000,80,1,2,1
Cape Town City Centre,4950000,88,2,2,2
Lotus River,800000,7 488,1,2,1
Woodstock,1795000,42,1,0.5,1
Green Point,4295000,111,2,2,2
Rosebank,1450000,None,None,None,None
Sea Point,6500000,109,1,1.5,None
Green Point,2995000,108,1,2,None
Wynberg Upper,2850000,146,3,3,2
Vredehoek,1395000,43,1,1,None
Claremont,1095000,36,1,0.5,None
Sea Point,3150000,111,1.5,3,1
Newlands,3500000,206,1,2,1
Claremont,1367000,38,1,1,None
Rondebosch,999000,37,1,1,1
Observatory,2250000,85,2,2,1
Zonnebloem,2278800,63,1,2,1
Cape Town City Centre,1830000,61,1,1,1
Pinelands,850000,43,1,1,None
Heathfield,1199000,None,None,None,None
Cape Town City Centre,2850000,97,2,2,1
Salt River,2350000,118,2,2,None
Cape Town City Centre,2980000,87,2,2,2
Kenilworth Upper,7450000,1 394,4,4,4
Maitland,,156,1,2,None
Plumstead,3295000,496,2,3,4
Green Point,2500000,90,1,2,None
Marina Da Gama,2650000,564,2,3,2
Salt River,1300000,152,1,2,1
Claremont Upper,2795000,101,2,2,1
Mouille Point,5999000,172,1.5,3,2
Oranjezicht,3995000,168,2,2,None
Cape Town City Centre,,43,1,1,None
Tokai,8500000,292,2.5,2,None
Higgovale,12000000,222,2.5,2,4
Sea Point,4200000,102,1.5,3,1
Foreshore,3000000,57,1,1,1
Claremont Upper,2500000,82,1,2,2
Pinelands,3900000,725,3,3,1
Mouille Point,9995000,190,2.5,2,2
Claremont,1199000,None,None,None,None
Constantia,6495000,1 665,4.5,4,2
Heathfield,1495000,None,1,3,2
Vredehoek,995000,29,1,None,1
Rondebosch East,3600000,496,3,4,3
Woodstock,1595000,168,1,3,None
Fresnaye,10995000,195,2.5,3,2
Wynberg Upper,1495000,76,1,2,1
Muizenberg,6900000,185,3,3,1
Cape Town City Centre,4500000,87,2,2,2
Constantia,9000000,3 325,5,6,6
Zonnebloem,2180000,61,1.5,2,1
Diep River,1295000,78,2,2,2
Sea Point,1850000,47,1,1,1
Kenilworth Upper,2400000,60,1,2,2
Rondebosch,4300000,496,3,4,2
Cape Town City Centre,5450000,111,2,2,2
Waterfront,8995000,126,2,2,1
Kenilworth Upper,7500000,1 408,4,4,4
Fresnaye,1595000,44,1,0.5,None
De Waterkant,2530000,91,1,1,1
Vredehoek,3800000,148,1,3,None
Foreshore,3000000,55,1,1,1
Observatory,3195000,72,2,2,2
Sea Point,3450000,103,1,2,1
Bantry Bay,59950000,698,5.5,5,2
Newlands,5499999,158,2,2,3
Kensington,650000,50,1,2,1
Sea Point,2499000,83,1,2,1
Plumstead,1299000,79,1,2,1
Sea Point,3495000,95,1,2,2
Oranjezicht,3395000,75,2,2,None
Claremont Upper,1495000,71,1,1,1
Higgovale,6495000,240,2.5,3,2
Sea Point,5350000,127,2,2,1
Clifton,24990000,221,2.5,3,None
Kalk Bay,12500000,256,2,3,2
Woodstock,895000,21,1,None,1
Sea Point,5750000,230,2.5,2,1
Sea Point,3900000,105,2,2,1
Sea Point,2850000,None,1,1,1
Zonnebloem,3750000,185,2,3,2
Plumstead,2899000,427,2,4,4
Woodstock,1425000,56,1,2,1
Maitland,999999,82,1,2,1
Pinelands,3595000,885,2,3,5
Tamboerskloof,12950000,311,4.5,4,2
Retreat,580000,None,1,2,None
Rondebosch,1750000,None,1,2,1
Waterfront,35000000,341,3.5,3,3
Pinelands,2250000,282,2,3,4
Cape Town City Centre,1850000,48,1,0.5,None
Wynberg Upper,1295000,68,1,2,1
Clifton,19995000,None,3,3,1
Cape Town City Centre,1595000,33,1,1,None
Zonnebloem,2400000,78,2,2,2
Green Point,1995000,51,1,1,None
Manenberg,495000,None,None,None,None
Camps Bay,8950000,765,1,3,2
Cape Town City Centre,2150000,66,2,2,4
Newlands,7300000,582,3,3,2
Waterfront,9995000,150,2.5,2,2
Woodstock,2495000,132,1.5,3,None
De Waterkant,2495000,61,1,1,2
Plumstead,3000000,545,2,4,5
Newlands,9600000,620,3,4,2
Gardens,2900000,68,1,1,1
Foreshore,2995000,54,1,1,1
Camps Bay,8690000,214,2.5,3,1
Cape Town City Centre,1095000,33,1,0.5,1
Sea Point,2495000,52,1,1,None
Cape Town City Centre,2295000,54,1,1,None
Camps Bay,25950000,600,4.5,4,4
Pinelands,4450000,805,4,6,2
Camps Bay,18950000,400,2.5,2,4
Woodstock,2195000,118,1,3,None
Claremont Upper,15950000,1 013,4,5,5
Green Point,3995000,84,1,2,1
Woodstock,4160000,147,2,2,4
Lakeside,2295000,95,2,3,3
Lakeside,2795000,628,2,3,8
Sea Point,7995000,181,2,3,2
Zonnebloem,1695000,63,1,2,1
Woodstock,3475000,None,1,4,None
Camps Bay,29000000,694,5.5,5,4
Claremont Upper,10250000,725,3.5,5,6
Camps Bay,4950000,41,1,1,1
Tamboerskloof,12500000,None,4,5,4
Clifton,4485000,40,1,None,None
Muizenberg,2850000,192,3,3,2
Rondebosch Village,1375000,None,1,2,2
Constantia,11900000,2 001,5.5,5,4
Clifton,17500000,178,2,3,None
Observatory,2656000,59,2,2,1
Constantia,36000000,10 109,4.5,4,5
Camps Bay,10900000,771,3.5,4,2
Bergvliet,3250000,493,3,4,4
Kenilworth,2650000,740,3,3,5
Muizenberg,2380000,543,2,3,2
Camps Bay,13950000,903,3.5,5,2
Rondebosch,1795000,81,1,2,2
Kenwyn,2900000,494,2,3,2
Bantry Bay,2495000,46,1,1,None
Kenilworth Upper,3200000,188,2,3,2
Sea Point,5690000,93,2,2,None
Cape Town City Centre,1895000,77,1,1,1
Observatory,1950000,62,2,2,1
Cape Town City Centre,4900000,107,2,2,None
Kenilworth Upper,1995000,107,1.5,2,2
Cape Town City Centre,2350000,63,1,1,None
Harfield Village,1895000,164,2,2,1
Cape Town City Centre,1549000,47,1,1,None
Diep River,1194999,64,1,2,None
Green Point,5800000,86,1,2,1
Foreshore,6050000,109,3,3,1
Sea Point,1795000,46,1,1,None
Camps Bay,10900000,663,None,None,None
Fresnaye,11200000,180,2,3,2
Claremont Upper,3250000,117,1.5,2,1
Woodstock,1132000,43,1,1,1
Cape Town City Centre,1950000,49,1,0.5,1
Rondebosch,8700000,936,3,5,4
Zwaanswyk,19200000,1 550,4,5,5
Cape Town City Centre,3995000,145,2.5,2,2
Claremont,1850000,50,1,1,None
Kenilworth,2595000,116,1.5,2,2
Observatory,2450000,207,1,3,2
Vredehoek,3175000,89,2,2,1
Sea Point,2250000,56,1,1,None
Cape Town City Centre,12250000,349,3,3,2
Cape Town City Centre,8950000,171,None,3,None
Muizenberg,1585000,262,2,3,1
St James,6250000,185,2,3,None
Sea Point,15999000,300,4.5,4,2
Mouille Point,5300000,87,2,2,2
Sea Point,8590000,170,2.5,3,None
Salt River,1750000,60,1,0.5,1
Cape Town City Centre,995000,31,1,None,None
Cape Town City Centre,12250000,349,3.5,3,2
Sea Point,4700000,109,1.5,2,1
Rondebosch,4125500,125,2,2,2
Clifton,59995000,484,4.5,4,4
Camps Bay,29500000,459,3.5,3,3
Constantia,10000000,1 992,4,4,4
Cape Town City Centre,3850000,119,2,2,1
Kenilworth Upper,3655000,120,2,2,2
Llandudno,19500000,1 500,3,5,2
Tamboerskloof,3500000,77,2,2,1
Woodstock,3395000,457,2,3,3
Cape Town City Centre,2450000,43,1,1,1
Cape Town City Centre,3590000,None,3,3,None
Woodstock,1295000,61,1,1,1
Pinelands,814504,33,1,1,1
Fresnaye,13800000,815,4,5,8
Claremont Upper,1225000,39,1,1,1
Walmer Estate,2500000,225,2,3,1
Green Point,3995000,95,2,2,1
Gardens,8450000,300,3,None,None
Woodstock,2195000,130,1,2,1
Pinelands,1495000,47,1,1,1
Fairways,2595000,494,3,5,2
Green Point,13500000,690,3,5,1
Kalk Bay,2975000,86,1,1,None
De Waterkant,3295000,55,1,1,1
Cape Town City Centre,2995000,67,1,1,1
Sea Point,3400000,60,1,1,None
Oranjezicht,2495000,41,1,1,1
Cape Town City Centre,1950000,69,1,1,None
Zonnebloem,950000,33,1,None,None
Observatory,1799950,65,2,2,1
Camps Bay,40000000,669,5,5,2
Pinelands,859000,33,1,0.5,None
Fresnaye,3500000,51,1,1,1
St James,8250000,760,3,4,1
Camps Bay,24975000,747,4,4,2
Fresnaye,7795000,138,2.5,3,2
Mowbray,1580000,None,1,2,1
Cape Town City Centre,2650000,163,None,None,None
Mountview,1595000,250,2,3,5
Pinelands,1025000,60,1,2,1
Llandudno,15500000,535,3,3,2
Foreshore,2650000,67,1,1,None
Cape Town City Centre,4950000,178,1.5,2,2
Green Point,7950000,176,3.5,3,2
Camps Bay,3750000,63,1,1,None
Vredehoek,4500000,418,2,3,4
Sea Point,2900000,None,1.5,1.5,1
Green Point,4995000,126,2,2,2
De Waterkant,4999999,89,1.5,1,1
Schaap Kraal,3999000,4 106,2,4,None
Salt River,1750000,113,2,6,None
Kenilworth,2895000,115,3,3,2
Newlands,4075000,102,25,2,1
Cape Town City Centre,1925000,35,1,1,1
Cape Town City Centre,1775000,39,1,0.5,None
Woodstock,1690000,41,1,2,None
Cape Town City Centre,1575000,44,1,1,1
Cape Town City Centre,2375000,43,None,1,None
Grassy Park,2100000,1 100,2,4,12
Wynberg Upper,1750000,53,1,1,1
Bantry Bay,3500000,86,1,2,None
Foreshore,5000000,155,2,2,2
Cape Town City Centre,18800000,171,3,3,2
Retreat,2195000,572,2,3,2
Constantia,11950000,2 743,4.5,5,2
Green Point,4895000,89,1,2,1
Newlands,5200000,495,2,3,2
Claremont,4400000,396,2,4,3
Constantia,12750000,448,3,3,2
Plumstead,795000,52,1,1,1
Plumstead,3495000,496,2,4,3
Cape Town City Centre,3590000,120,2,2,2
Claremont Upper,2750000,96,2,2,1
Pinelands,3300000,923,2,3,7
Observatory,3295000,274,2,3,2
Rosebank,5700000,496,2,3,4
Kenilworth Upper,1800000,70,2,2,1
Newlands,5995000,195,2,2,1
Plumstead,2250000,395,2,3,4
Newlands,6850000,496,2.5,3,4
Woodstock,995000,29,1,None,None
Sea Point,2650000,77,1,2,1
Clifton,12500000,244,2.5,3,2
Newlands,8300000,265,2.5,3,2
Observatory,2250000,61,2,2,1
Claremont,8000000,1 524,8,9,14
Sea Point,11995000,213,2,2,2
Cape Town City Centre,2195000,40,1,0.5,1
Claremont Upper,3995000,109,2,2,2
Fresnaye,5995000,175,4,4,1
Kirstenhof,1487000,63,1,2,1
Constantia,11250000,4 078,4.5,4,11
Green Point,5350000,125,2,2,2
Sea Point,4850000,109,2,3,2
Woodstock,1250000,43,1,1,1
Cape Town City Centre,2100000,91,1,2,None
Claremont Upper,1450000,40,1,None,1
Newlands,10700000,1 280,4,4,5
De Waterkant,4700000,94,2,2,1
Observatory,8495000,235,6,18,1
Kensington,1250000,232,1,3,1
Green Point,2950000,63,1,1,None
Pinelands,1750000,84,1,2,1
Sea Point,1595000,33,1,0.5,1
Claremont Upper,5750000,167,2,3,2
Costa Da Gama,995000,116,1,2,2
Green Point,6950000,230,3,4,2
Rondebosch,2450000,72,1,2,None
Lakeside,2820000,684,2,3,2
Claremont Upper,1595000,43,1,1,1
Athlone,1470000,252,2,3,2
Surrey Estate,2590000,500,2,3,7
Cape Town City Centre,1995000,42,1,1,2
Constantia,23995000,1 893,5.5,5,4
Wetton,1150000,83,1,2,None
Tamboerskloof,1650000,56,1,1,1
Rondebosch,7450000,790,3,4,3
Oranjezicht,12495000,842,4,4,5
Harfield Village,4850000,391,3,3,3
Cape Town City Centre,2495000,91,1.5,1,1
Kenilworth Upper,4495000,138,2,3,4
Sea Point,1695000,45,1,0.5,1
Mouille Point,9950000,116,2,2,2
Three Anchor Bay,2950000,112,1,3,1
Silwersteen Estate,14900000,1 328,4.5,4,6
Zonnebloem,3400000,104,2.5,3,2
Constantia,16500000,866,3,3,2
Walmer Estate,6990000,322,6,6,1
Llandudno,18380000,1 240,5,7,2
University Estate,4995000,512,5,7,8
Cape Town City Centre,1600000,43,1,1,1
Newlands,8900000,874,3.5,4,4
Observatory,1270000,38,1,2,1
Constantia,4600000,1 037,2,3,3
Woodstock,1490000,130,1,4,None
Observatory,2700000,None,2,5,None
Sea Point,895000,17,1,0.5,None
Rondebosch,995000,27,1,None,1
Tamboerskloof,8500000,312,2,3,2
Bo Kaap,3800000,140,4,4,None
Constantia,11500000,2 032,5,7,8
Claremont,1775000,90,1,2,None
Rosebank,1395000,81,1.5,2,1
Oranjezicht,15000000,471,4,4,None
Plumstead,2300000,364,1,3,2
Woodstock,2500000,70,1,2,1
Cape Town City Centre,1900000,40,1,1,None
Vredehoek,2795000,94,1,2,2
Salt River,2890000,132,1,2,2
Newlands,5395000,887,2.5,5,2
Vredehoek,5950000,228,3,3,2
Claremont Upper,10950000,965,4,4,5
Woodstock,,69,1,2,None
Bishopscourt,38000000,3 684,5,5,13
Belhar,990000,180,1,3,1
Cape Town City Centre,3900000,None,2,2,2
Newlands,1795000,None,1,2,1
Lakeside,1950000,542,1,2,3
Sea Point,3250000,72,2,2,None
Claremont,1475000,65,1,2,2
Bishopscourt Village,12595000,857,5,5,7
Lansdowne,2250000,495,2,3,2
Vredehoek,3495000,110,1,2,1
Newlands,18000000,3 634,2.5,4,7
Foreshore,4750000,141,2,2,2
Vredehoek,4350000,263,3,3,3
Fresnaye,3995000,None,2,2,1
Three Anchor Bay,7950000,174,2.5,3,1
Woodstock,1695000,74,2,2,1
Grassy Park,1500000,None,None,None,None
Tokai,4095000,1 250,3,4,2
Sea Point,2795000,89,1,2,1
Newlands,5795000,195,3.5,4,2
Camps Bay,2950000,46,1,1,None
Lakeside,1850000,136,2,3,2
Pelican Park,950000,None,1,2,1
Camps Bay,10250000,140,2,2,2
Oranjezicht,4495000,120,2,4,None
Sea Point,1449000,41,1,None,None
Green Point,3100000,82,1,2,1
Cape Town City Centre,3995000,138,2,2,2
Zonnebloem,1695000,60,1,2,1
Bakoven,26995000,474,6.5,6,2
Bo Kaap,4000000,377,4,5,None
Tamboerskloof,2640000,76,1,2,1
Cape Town City Centre,1750000,57,1,1,1
Foreshore,2850000,61,1,None,1
Woodstock,1450000,None,1,1,1
Kenilworth,2775000,119,2.5,3,2
Claremont,4995000,535,4,5,4
Sea Point,4990000,None,2,2,3
Rondebosch,5300000,393,2,3,2
Rondebosch,1485000,78,1,2,None
Claremont,2795000,394,3,3,4
Cape Town City Centre,1350000,37,1,0.5,1
Green Point,1795000,56,1,1,None
Marina Da Gama,2250000,140,2,3,2
Bergvliet,3795000,980,3,4,2
Steenberg,795000,None,1,2,4
Muizenberg,37500000,8 351,5,9,8
Plumstead,2525000,500,1,3,4
Kenilworth Upper,6950000,1 122,3,5,4
Cape Town City Centre,2295000,84,2,2,None
Claremont Upper,1250000,40,1,None,1
Muizenberg,849000,45,1,2,1
Salt River,1799000,70,1,1,1
Gardens,1845000,74,1,2,None
Green Point,4295000,85,2,2,2
Bakoven,15900000,323,4,4,1
Sea Point,5900000,124,2,2,2
Fresnaye,22500000,450,5,5,2
Cape Town City Centre,50000000,170,15,15,3
Constantia,6300000,415,3,3,3
Lotus River,1599000,None,None,None,None
Green Point,5250000,106,2,3,2
Camps Bay,17750000,200,4,2,1
Cape Town City Centre,1750000,69,2,1,1
Sea Point,5995000,155,4,4,2
Rondebosch,1749999,75,1,2,1
Bridgetown,2100000,284,3,7,None
Gardens,25000000,1 930,11,33,2
Sea Point,3199999,95,2,2,None
Maitland,,765,None,None,None
Claremont Upper,2250000,68,1,2,1
Camps Bay,17750000,185,1,1,1
Gardens,2950000,None,2,2,1
Wynberg Upper,2650000,146,3,3,2
Cape Town City Centre,1790000,38,1,1,1
Oranjezicht,5395000,148,2.5,3,None
Fresnaye,4250000,80,1,1,1
Constantia,6999000,2 183,2.5,4,5
Claremont,2160000,60,1,2,None
Wynberg,1995000,215,2.5,3,None
Bishop Lavis,999000,394,1,3,2
Gardens,5400000,None,1,2,None
Zonnebloem,1200000,46,1,1,1
Oranjezicht,2395000,70,1,2,1
Kenilworth Upper,7950000,698,3,4,2
Erica Township,720000,45,1,2,None
Fresnaye,3250000,51,1,1,1
Rondebosch,2000000,None,1,2,2
Cape Town City Centre,2795000,71,1,1,1
Mouille Point,11750000,153,2,3,3
Fresnaye,32000000,898,4,4,3
De Waterkant,3295000,76,1,2,1
Diep River,2995000,451,2,2,4
Claremont,3495000,229,2,3,2
Muizenberg,1390000,72,1,1,None
Woodstock,1799900,149,1,2,1
Mouille Point,1999999,33,1,1,None
Thornton,895000,60,1,2,1
Fresnaye,6400000,145,2,3,2
Sea Point,1795000,46,1,1,1
Marina Da Gama,2250000,221,2,3,2
Kenilworth,1995000,108,2,3,2
Green Point,1350000,37,1,0.5,1
Constantia,39500000,4 032,6,6,12
Gardens,1475000,40,1,0.5,None
Marina Da Gama,3500000,629,2,3,2
Fresnaye,8400000,108,3,2,2
Cape Town City Centre,1350000,None,1,1,1
Philippi East,350000,162,1,3,None
Cape Town City Centre,2700000,112,2,2,None
